Internal Return Id,Order Id,Return Requested Date,Return Shipping Method,Item Asin,Product Title,Return Reason Code,Total Return Order Quantity
b8ba163b-a6bf-4bef-acf1-38990a77e577,114-3184624-5564223,2020-04-13T22:18:31Z,,B07D49F77J,Yaheetech 51in Cat Tree Tower Condo Furniture Scratch Post for Kittens Pet House Play,AMZ-PG-BAD-DESC,1
